region,1980,2016,% of change
AFRO,163520818957.066,248548961551.467,0.519983590693283
EMRO,210778934909.276,348502718102.757,0.653403924129141
EURO,1713678479921.42,1141325171469.67,-0.333991069595504
AMRO,1179606590780.7,664026468157.64,-0.437078028092261
SEARO,700171152387.577,871289264912.482,0.244394691128582
WPRO (excluding China),517418084313.331,507654813525.385,-0.0188692105744679
China,1605665535592.65,1932502779626.31,0.203552506290187
